Company_ID,Company_Name,Industry,Country,Reporting_Year,Revenue_Million_USD,Employee_Count,Carbon_Emissions_tCO2,Renewable_Energy_Percent,Waste_Recycled_Percent,Water_Usage_ML,Environmental_Score,Gender_Diversity_Percent,Employee_Satisfaction_Score,Training_Hours_Per_Employee,Community_Investment_Million,Social_Score,Board_Independence_Percent,Ethics_Compliance_Score,Audit_Score,Governance_Score,ESG_Rating,Overall_ESG_Score
ESG107653,Jensen-Lewis,Telecom,,2019,,19544,9194.08,57.52,60.12,3652.48,30.79,23.09,4.99,52.66,6.64,87.12,30.75,70.27,52.96,64.96,A,
ESG107654,"Soto, Hardy and Morgan",Telecom,Germany,2026,4238.09,6570,28007.96,28.98,43.05,1349.67,,53.21,4.98,11.29,87.67,66.58,,,90.72,38.52,BBB,66.73
ESG107655,"Mitchell, Carter and Baker",Healthcare,Australia,2026,4243.48,42888,,52.32,,4594.4,59.71,21.81,4.41,28.26,64.9,79.49,,50.14,95.38,74.58,BBB,78.82
ESG107656,Robertson Group,Transportation,,2025,,24508,,94.96,78.85,3910.78,92.8,20.25,9.87,44.28,84.33,,72.04,34.38,,38.19,BBB,
ESG107657,Carter Group,Telecom,Singapore,,80.63,,51433.96,32.28,23.24,3572.48,61.03,25.88,5.04,31.51,42.23,41.52,93.98,59.45,62.62,80.8,BBB,
ESG107658,"Simpson, Brown and Griffin",Telecom,India,2024,,8339,15113.08,47.94,58.71,3576.06,96.04,14.31,7.06,75.49,66.45,,61.62,87.27,34.87,74.57,AAA,95.86
ESG107659,"Jackson, Duncan and Edwards",Retail,UK,2025,2302.08,20471,12258.31,36.37,85.04,644.64,,52.86,8.08,51.24,62.43,49.58,94.65,32.17,55.59,57.68,,84.29
ESG107660,Zhang-Day,Retail,,,2391,32278,85794.18,28.42,17.75,1243.45,42.12,27.06,3.19,61.68,1.33,65.32,51.43,53.25,,80.92,A,55.35
ESG107661,"Harris, Vang and Gaines",Technology,Canada,,4702.92,,95021.51,57.37,35.17,2003.89,50.13,44.19,5.81,42.23,52.34,38.51,73.03,66.04,73.05,,,82.01
ESG107662,King-Mills,Transportation,UK,2026,2419.4,,,,11.29,306.44,82.12,33.56,1.23,51.28,89.52,36.64,47.75,,47.79,37.6,A,61.05
ESG107663,"Jefferson, Hall and Lane",Healthcare,,2021,4329.98,424,32557.87,83.65,11.36,,64.19,29.75,,31.26,86.42,88.34,82.34,47.85,55.51,69.36,BBB,40.42
ESG107664,Golden-Jenkins,Manufacturing,Australia,2019,2207.45,27242,808.17,21.87,87.07,62.35,56.09,56.44,,14.89,30.69,81.03,64.03,85.77,,,,82.97
ESG107665,Clark LLC,Energy,UAE,2022,2092.56,42393,66496.6,19.57,,873.1,83.34,37.11,4.87,7.05,66.51,43.32,29.76,40.94,42.94,,BB,64.09
ESG107666,"Knight, Chung and Robinson",Telecom,Canada,2019,2362.75,4143,46342.63,41.17,51.53,810.83,49.85,,,99.99,,33.34,,30.46,49.32,,BBB,59.42
ESG107667,"Garza, Sims and Sanchez",Transportation,UK,2023,2186.04,27289,17718.12,82.95,76.72,,68.24,10.41,9.31,,54.37,93.27,41.34,66.2,78.25,65.21,BBB,89.46
ESG107668,Todd and Sons,Finance,India,2022,,10731,16812.07,,70.7,2568.05,64.84,44.55,6.98,,,,,,51.32,42.45,,36.45
ESG107669,Romero-Phillips,Healthcare,Germany,2019,4153.8,12812,22705.02,62.75,43.7,2528.52,67.46,40.92,8.17,,,37.96,75.7,51.92,85.61,80.9,AAA,33.02
ESG107670,Gilbert Inc,Finance,,2022,,1398,60278.59,70.17,37.07,1005.35,41.09,22.03,2.5,32.12,49.05,77.46,89.34,80.72,75.65,85.12,AAA,93.3
ESG107671,"Peterson, Calhoun and Lester",Manufacturing,USA,2023,,43916,,,99.17,4290.72,55.83,40.76,5.91,84.42,47.84,39.2,,38.28,86.53,41.64,,55.84
ESG107672,Perez Ltd,Telecom,Australia,2023,,32983,37920.43,96.33,92.96,2820.51,74.68,27.61,2.89,27.81,,61.17,26.83,56.07,89.57,57.36,BB,60.49
ESG107673,"Mcdaniel, Ball and Abbott",Retail,Australia,2026,2658.44,21057,31505.05,8.22,76.16,1213.18,40.17,14.37,7.12,1.72,59.34,54.39,60.55,93.52,30.05,74.46,A,
ESG107674,Carlson LLC,Energy,Canada,2024,1259.78,10158,11727.22,38.95,,2922.16,,23.52,7.49,27.52,51.6,93.31,27.06,50.72,54.82,34.09,BB,46.59
ESG107675,Becker PLC,,USA,2024,361.76,5003,29507.18,2.78,3.86,1182.29,56.51,29.92,,51.36,91.33,62.06,28,,96.89,43.69,A,43.55
ESG107676,,Finance,Singapore,2026,1294.16,16677,5026.7,80.61,38.1,3875.24,73.83,15.61,,71.62,4.86,59.47,84.81,98.78,78.87,51.68,A,49.65
ESG107677,"Davis, Saunders and Webb",Transportation,Germany,2024,2953.54,4874,93336.93,22.79,23.07,2567.7,70.3,56.84,3.91,42.77,35.69,81.36,48.46,60.47,,31.95,BBB,67.94
ESG107678,Yates-Perez,Finance,UAE,2026,2001.39,,13031.72,60.07,68.93,,47.4,36.69,3.5,,9.64,41.83,95.25,50.29,74.88,83.46,AA,69.58
ESG107679,Thomas-Washington,Retail,Australia,2025,2559.28,27901,34946.55,20.5,89.87,2999.79,40.03,47.25,1.86,51.96,6.14,,63.27,65.19,60.74,47.07,BB,36.41
ESG107680,,Telecom,Germany,,3150.75,35660,,38.07,73.59,3036.62,91.1,44.04,9.46,21.51,4.13,35.55,,,48.54,89.71,,48.37
ESG107681,Morales-Reynolds,Retail,Singapore,2023,4089.52,4575,,,85.26,2468.19,38.6,27.99,8.32,7.08,73.85,81.61,55.55,31.42,47.1,,BBB,83.38
ESG107682,Chapman LLC,Energy,Australia,2025,2711.55,,,61.6,10.49,,35.35,51.16,,88.76,19.88,68.56,67.54,62.55,49.63,86.72,B,44.47
ESG107683,"Macias, Reed and Ellis",Manufacturing,USA,2025,1344.02,,41314.93,83.05,0.81,4472.06,68.11,14.73,3,7.15,44.91,31.32,74.07,38.3,44.31,31.02,A,46.41
ESG107684,,Telecom,Canada,2026,235.87,27684,9678.74,96.22,,3932.19,,24.63,8.74,,29.5,85.84,75.67,,,,,47.92
ESG107685,,Energy,Germany,2025,3094.4,44926,30305.53,,,1810.83,75.92,39.55,,74.72,,35.76,71.02,79.88,60.69,33.97,BB,60.73
ESG107686,Leonard Group,,UK,2025,4371.16,34520,16215.13,36.44,74.29,,,,6.35,34.94,48.73,30.57,48.02,80.75,,30.58,A,68.31
ESG107687,,Manufacturing,UAE,2026,86.33,12633,36394.56,99.06,40.95,4465.49,31.12,,5.11,54.69,99.27,,88.96,94.12,50.83,,BBB,85.03
ESG107688,"Singh, Jones and Martinez",,India,2026,4670.62,357,47812.99,87.48,22.08,3786.94,79.24,36.37,3.87,,71.88,69.97,89.06,87.43,42.31,45.01,AA,
ESG107689,,Transportation,USA,2019,1913.16,44643,54770.35,42.28,56.42,3379.98,55.5,26.59,8.61,61.77,85.35,90.81,32.93,86.04,93.02,60.72,BB,
ESG107690,"David, Johnson and White",Retail,UK,2019,1907.89,12412,15150.11,53.37,39.77,4115.87,63.99,57.83,7.63,23.28,40.26,72.91,30.77,65.59,90.8,42.22,BB,35.91
ESG107691,Yates-Waller,,UK,2026,2509.8,8528,89107.57,70.3,57.45,,82,43.72,9.62,12.38,33.02,63.84,,62.89,,55.87,AAA,36.71
ESG107692,Fuentes-Hicks,Retail,USA,,2074.99,41644,25230.59,29.14,,190.18,49.94,19.56,6.02,,85.41,,74.98,93.65,73.33,89.5,,70.16
ESG107693,Anderson-Drake,Retail,Singapore,,,,6783.2,16.62,8.99,,,27.09,,0.92,69.3,48.4,39.72,47.08,51.7,76.48,B,73.59
ESG107694,Lee-Freeman,Healthcare,Singapore,2021,2993.66,9963,,74.94,98.27,3145.31,67.41,18.71,1.71,22.57,48.63,,98.77,73.21,53.61,81.61,AAA,
ESG107695,Matthews-Cole,,Singapore,2024,4555.84,27954,48782.41,51.21,,,,47.53,8.07,,59.71,56.91,21.23,85.85,30.55,,BBB,66.46
ESG107696,"White, Molina and Briggs",Finance,Germany,2022,,44540,1756.79,62.91,70.71,58.13,52.74,36.74,9.77,55.2,82.79,60.72,22.53,52.76,60.41,65.43,A,48.18
ESG107697,"Crawford, Jones and Wright",Technology,UK,2023,2220.02,12460,39133.51,,,1664.14,52,13.82,9.31,66.81,,79.05,32.73,,96.19,31.1,B,91.9
ESG107698,"Hebert, Turner and Galvan",Energy,Singapore,,4592.5,21270,55422.52,37.32,59.39,2719.72,98.34,27.54,6.36,52.45,,91.24,,72.36,54.89,89.3,AA,89.4
ESG107699,Doyle Inc,Manufacturing,Canada,2019,753.15,15502,95283.31,,45.45,3494.6,58.43,37.73,9.97,25.81,76.22,76.13,95.78,37.03,48.77,83.63,AAA,87.27
ESG107700,"Landry, Olson and David",Transportation,Australia,2024,3594.21,39113,15268.16,33.05,22.47,3827.07,92.56,40.64,2.41,86.84,43.58,42.22,69.64,35.86,71.94,,BB,71.55
ESG107701,"Wong, Robinson and Sanchez",Healthcare,USA,2023,4291.58,10561,,16.69,67.02,2675.01,,19.27,,62,15.76,,28.64,34.29,99.81,57.73,AAA,65.12
ESG107702,"Wright, Brown and Long",,Canada,2023,230.36,12527,16107.68,59.89,,3064.82,51.71,34.58,9.19,61.68,71.2,94.77,77.24,75.31,89.74,,A,72.16
ESG107703,Johnson-Neal,Technology,UAE,2023,1237.87,,2709.78,42.08,81.96,2620.16,35.87,32.03,6.44,23.71,8.4,69.05,27.03,30.83,81.83,62.08,AAA,32.91
ESG107704,Wood PLC,Finance,,2021,3005.67,33883,1422.54,32.64,17.12,1983.22,31.01,58.58,,95.81,50.62,,90.39,58.98,40.28,48.94,,50.54
ESG107705,Lopez-Webster,Transportation,India,2021,3062.09,17466,97190.78,18.6,21.28,4846.76,45.39,21.5,9.92,,30.74,46.95,58.25,,30.64,34.89,A,67.76
ESG107706,King-Hensley,Technology,Canada,2022,1350.47,5738,94207.57,69.53,97.78,4027.41,51.95,47.23,,51.36,52.98,77.9,48.9,,42.16,55.02,AAA,
ESG107707,Pena and Sons,Technology,UAE,2026,4236.76,6404,85635.03,33.63,42.13,1318.02,73.44,28.71,9.35,35.05,67.72,,59.52,31.48,50.51,79.47,B,58.74
ESG107708,"Sullivan, Rivers and Campbell",Energy,Germany,2024,393.9,,89797.45,58.55,8.26,240.89,36.69,59.95,3.54,70.28,16.73,48.23,,89.94,99.42,56.45,B,44.89
ESG107709,"Williams, Klein and Osborne",,,2026,,31210,,,72.25,,65.97,29.77,5.59,56.31,61.48,75.62,71.63,44.72,63.7,,B,
ESG107710,"Johnson, Hernandez and Walter",Finance,UAE,2025,2516.86,23338,,,1.94,1574.08,84.93,48.34,9.55,,47.93,76.68,87.6,71.98,82.09,51.95,A,52.89
ESG107711,Jordan Group,Healthcare,,2025,399.38,4351,,49.11,66.41,2742.42,80.37,32.69,,46.76,60.16,,69.06,58.47,71.94,53.99,BBB,41.39
ESG107712,"Anderson, Michael and Johnson",Energy,UAE,,1014.85,31283,14561.54,15.88,61.95,4393.71,91.72,46.44,5.89,46.27,,43.92,,52.44,71.22,,,45.22
ESG107713,"Montgomery, Tucker and Mathews",,Australia,2023,3808.19,,9715.13,,55.73,2434.41,,57.93,3.22,3.52,33,,79,65.93,61.6,56.6,AAA,44.9
ESG107714,Hull-Mcbride,Healthcare,UAE,2026,,11878,,,88.8,1225.45,36.79,,3.25,40.37,96.34,43.1,44.67,65.95,59.77,36.91,BBB,82.14
ESG107715,Bolton LLC,,Singapore,2026,2378.45,22355,25956.79,77.01,38.24,1598.35,82.71,15.53,9.18,4.69,13.99,46.25,74.04,78.09,99.66,,,
ESG107716,Cruz-Chan,Finance,Germany,2021,,39894,64271.65,6.09,82.2,3260.26,74.02,21.02,4.64,22.92,70.44,99.68,35.45,38.68,53.62,65.35,A,79.16
ESG107717,Boyer-Ward,,,2019,2505.85,9198,98546.34,,18.67,,86.21,53.91,5.78,45.06,15.27,47.24,76.3,33.43,72.38,45.86,AAA,45.54
ESG107718,Miller-Spencer,Retail,India,2026,2133.97,13711,45289.74,64.91,14.96,,41.3,36.52,2.73,,5.63,69.7,76.57,92.79,47.21,77.46,,79.68
ESG107719,Palmer-Ford,Finance,Germany,,2897.22,28717,85136.06,45.72,71.47,928.61,97.89,,7.61,30.09,42.49,42.38,96.06,,40.6,47.17,AA,67.24
ESG107720,"Pruitt, Stewart and Lee",Transportation,,2021,640.4,,58491.16,26.57,64.11,,41.43,36.38,7.26,58.38,31.29,,41.94,,41.27,72.72,,62.21
ESG107721,,Transportation,Germany,2022,1755.21,,49542.06,11.93,42.96,4495.95,,38.06,8.03,81.96,17.31,81.79,80.96,68.27,59.63,34.31,BB,
ESG107722,"Wang, Rogers and Hall",Manufacturing,,2019,2934.62,14586,36189.15,28.03,11.43,4664.66,42.78,43.08,1.35,65.77,65.34,93.43,67.39,31.77,97.1,36.89,BBB,46.77
ESG107723,Nolan and Sons,Manufacturing,,,,29040,70265.34,72.17,41.96,1913.86,71.2,23.63,2.78,15.9,38.52,92.81,,92.47,44.29,,A,
ESG107724,Sanford-Lee,Finance,Australia,2024,2334.37,30374,57092.35,,89.9,,88.43,12.61,4.62,,15.91,77.19,91.06,85.32,50.37,72.52,B,50.62
ESG107725,,Manufacturing,Canada,2021,498.51,5623,,,66.08,,70.3,,7.58,,56.91,,62.73,43.57,73.34,91.75,B,70.51
ESG107726,Roberson-Villa,Manufacturing,Singapore,,2238.68,,47413.73,,,1905.91,59.51,44.44,3.87,37.67,62.3,85.27,87.34,71.87,,76.28,AAA,32.16
ESG107727,Gregory LLC,Telecom,Australia,2026,2825.98,3105,30853.91,51.9,29.01,913.73,46.99,47.16,4.38,72.49,,,95.15,37.01,63.01,,AAA,41.08
ESG107728,Lee Ltd,Healthcare,Canada,2022,1001.13,,23486.24,83.03,84.12,4503.89,65.37,55.11,3.42,61.02,42.83,,81,81.49,82.43,,A,53.6
ESG107729,,Finance,Singapore,2023,,19112,20194.35,24.85,95.75,2724.67,80.13,32.77,,51.05,,36.79,36.94,38.77,91.77,32.11,A,
ESG107730,Campbell-James,Finance,UK,2025,2183.93,38650,358.01,44.91,97.76,2255.2,49.1,56,1.72,,24.7,79.56,31.1,33.37,77.63,56.42,AAA,99.26
ESG107731,Vazquez LLC,Healthcare,UK,2021,2829.07,45321,5541.31,14.12,,362.95,67.74,10.87,7.46,14.03,17.99,49.79,,66.7,97.96,78.65,B,
ESG107732,Gomez-Shepard,Technology,India,2026,695.61,41338,24180.27,34.75,74.26,4979.84,,,6.26,77.03,18.85,87.6,79.08,34.78,32.91,40.81,AA,75.74
ESG107733,Clarke-Wiggins,Energy,UAE,2025,4771.86,47141,11249.54,,59.48,858.3,48.42,36.96,4.02,,42.96,36.28,66.43,40.11,81.02,,,35.51
ESG107734,Perkins-Robinson,Finance,Australia,2021,1152.81,30365,42977.58,39.45,82.56,3142.5,92.07,37.57,,3.18,21.12,48.01,27.29,67.1,74.65,33.53,BB,54.16
ESG107735,"Mccoy, Koch and Miller",Technology,,2024,185.68,43920,72902.72,49.91,69.2,3098.81,89.79,53.89,6.03,46.22,99.11,43.51,71.15,73.4,,36.6,BBB,
ESG107736,Alexander-Holmes,Manufacturing,India,2022,3832.44,12444,12996.81,19.53,27.54,3388.74,82.4,46.85,6.87,13.41,4.29,49.41,68.05,54.72,89.49,87.48,BB,45.26
ESG107737,Jones-Ortiz,Retail,Germany,2019,3312.46,1034,83046.3,90,,4537.52,81.85,24.83,4.07,13.89,37.91,55.49,69.94,51.48,59.46,39.21,AAA,81.19
ESG107738,,Technology,India,,251.59,13974,74878.25,17.81,98.1,4944.27,99.57,10.65,2.95,,73.4,87.1,30.83,89.9,78.93,50.29,B,30.59
ESG107739,Ballard-Aguilar,Energy,Australia,2025,4570.62,42396,19900.6,36.45,85.01,3319.71,39.28,58.97,,59.48,62.81,69.74,66.36,46.98,97.2,64.13,BBB,39.82
ESG107740,"Combs, Jordan and Vaughn",Transportation,Australia,2023,,,14797.46,86.25,,229.08,38.59,57.18,2.15,58.67,31.39,85.81,83.55,85.82,44.53,79.78,A,36.39
ESG107741,Young Ltd,Telecom,USA,2026,429.23,10959,40946.59,,31.31,1533.48,,19.8,6.49,68.11,90.75,56.23,38.92,80.35,77.14,49.27,BB,83.82
ESG107742,Elliott Ltd,Healthcare,,2019,1044.43,15915,34850.56,24.52,64.94,2463.59,81.38,15.38,3.31,48.51,5.67,81.19,42.56,72.27,93.1,,A,82.27
ESG107743,"Gallagher, Garrett and Barrett",Healthcare,Singapore,2022,3185.73,14532,18050.18,73.35,,2599.06,,44.32,,80.59,48.95,35.64,67.84,30.91,50.57,48.82,AA,98.64
ESG107744,,Healthcare,Singapore,2024,,42600,67704.24,,7.95,323.69,94.83,14.83,8.48,54.36,43.21,99.79,91.28,,71.92,41.06,B,71.83
ESG107745,"Espinoza, Brewer and Williams",Telecom,Canada,2026,673.12,22001,62767.82,97.26,58.17,637.03,85.99,26.61,1.85,65.57,83.06,,94.53,77.77,73.76,,,51.84
ESG107746,Woodard-Ramirez,Telecom,Germany,2024,1450.48,,,65.05,59.42,1608.49,54.76,23.95,2.41,92,58.24,81.33,58.01,33.99,62.89,32.96,BBB,
ESG107747,"Hobbs, Young and Lopez",Retail,UAE,2022,1747.12,20650,15483.5,22.7,91.12,1044.02,39.31,,1.85,,67.85,39.82,82.32,60.01,79.82,47.74,AAA,60.58
ESG107748,Pitts-Boone,Retail,,,2408.22,26044,29642.55,79.11,,3319.25,95.27,51.89,7.88,14.28,,,28.27,78.85,34.62,56.69,BB,90.19
ESG107749,"Fisher, Park and Williams",Telecom,Australia,2024,3448.48,38105,51774.89,88.25,74.95,2354.16,82.3,54.16,2.29,20.02,72.59,41.92,,75.94,67.48,82.98,,52.32
ESG107750,"Sandoval, Oliver and Walsh",Retail,Singapore,2019,3061.85,2837,89679.57,,65.31,126.42,66.99,13.41,9.91,99.7,11.6,61.93,88.89,38.13,68.66,43.98,B,64
ESG107751,Zavala Inc,Finance,Germany,2026,1051.4,48855,53076.68,41.16,39.39,810.19,76.19,13.51,9.4,5.9,41.15,50.07,64.14,31.74,60.73,82.76,A,86.5
ESG107752,"Mays, Little and Rivas",Energy,UK,2025,4674.61,,10926.41,55.41,40.14,3240.41,88.23,39.97,3.06,32.13,,77.01,67.68,39.74,53.89,52.61,,31.81
ESG107753,Barnes-Hall,Healthcare,UK,,4650.52,670,33229.73,,,2249.01,89.5,49.99,8.03,93.23,37.45,71.26,73.56,,47.07,92.93,BB,93.05
ESG107754,,Energy,,,3850.23,21469,,,49.12,2627.72,,,8.09,53.21,22.18,96.96,44.17,56.73,58.1,58.1,AAA,
ESG107755,"Kent, Bowers and Krueger",,Australia,2024,1455.22,31554,90348.75,57.28,87.99,4587.74,83.81,22.18,,22.92,45.69,65.77,47.09,91.07,57.69,79.3,BB,88.37
ESG107756,"Wright, Williams and Nunez",Retail,Germany,2026,846.84,,71519.93,15.97,76.38,2841.12,66,,4.61,4.96,55.27,31.57,93.01,47.43,75.42,69.22,AA,73.17
ESG107757,"Hale, Garcia and Travis",Finance,UAE,2025,1655.29,27180,45000.96,74.9,39.12,1431.29,32.18,33.8,7.25,28.88,,38.11,49.87,81.77,97.87,56.45,AAA,81.89
ESG107758,"Herrera, Salinas and Fuller",Healthcare,USA,,3475.61,9532,93689.81,50.11,59,,48.66,41.65,6.04,44.56,70.05,47.15,75.94,43.15,64.63,37.94,BBB,66.2
ESG107759,"Jones, Thompson and Taylor",Healthcare,Germany,,4115.65,12216,48420.96,32.79,13.8,1800.57,,29.56,2.66,88.85,92.8,,61.5,69.35,51.25,53.58,,66.07
ESG107760,,Transportation,India,2026,,14562,96234.03,68.5,4.67,1298.67,51.01,10.51,9.86,27.97,5.16,91.33,28.84,61.91,55.52,35.46,BBB,
ESG107761,Fitzgerald-Watts,,UK,2021,,8086,36036.74,74.66,72.43,2326.96,44.71,52.11,6.84,34.88,87.09,87.27,20.05,90.82,67.06,,AAA,83.95
ESG107762,,Finance,Australia,,774.2,20507,,31.17,,2697.22,,,6.89,79.32,74.7,,33.28,43.62,,89.93,B,65.16
ESG107763,Pearson-Mack,,UK,2021,4936.38,,29591.85,73.17,66.97,3734.92,59.11,22.22,4.64,18.97,11.18,77.9,98.87,76.68,39.41,66.5,B,72.29
ESG107764,Shields-Russell,Retail,India,2026,3691.45,47043,77563.28,19.77,32.73,2721.38,30.32,,9.61,35.73,74.56,63.06,99.93,93.1,50.06,86.18,B,68.66
ESG107765,"Griffith, Burton and Brock",Healthcare,Singapore,2021,,36603,51579.12,33.34,18.08,2343.43,59.74,25.74,,,97.33,44.85,69.01,58.13,,,A,68.58
ESG107766,"Holmes, Townsend and Griffin",Technology,UAE,2025,1778.1,44459,83651.67,67.3,15.66,4676.78,,,5.37,43.78,49.11,35.06,43.74,94.53,85.7,40.34,B,50.17
ESG107767,,,Germany,,3748.13,35867,85808.33,14.03,59.66,2200.73,,49.65,6.34,,38.02,,78.35,,31.78,63.33,BBB,69.69
ESG107768,"Wright, Rich and Spencer",Finance,Canada,,1454.25,26502,,16.84,70.71,1100.83,57.83,10.79,2.53,81.64,,36.85,26.63,94.46,56.01,,BBB,60.57
ESG107769,Dennis Inc,Technology,India,2026,,33246,52574.33,9.93,86.31,255.78,79,,8.97,90.64,25.56,62.73,38.52,78.19,75.88,50.75,AA,58.67
ESG107770,"Freeman, Smith and Swanson",Healthcare,Canada,,1933.02,28342,69785.94,1.88,92.53,,52.06,,4.95,73.75,78.44,55.33,50.56,53.78,45.38,80.02,BBB,92.55
ESG107771,,Telecom,,2022,2062.77,28374,72068.04,48.9,,,48.7,43.46,5.04,67.72,48.13,83.29,99.78,90.22,79.5,47.17,B,69.88
ESG107772,Williams-Sharp,Technology,Canada,2022,3185.37,34050,73271.67,19.37,,2317.65,48.39,36.95,9.18,76.91,55.79,81.08,83.11,,90.24,84.39,BBB,87.94
ESG107773,Hanson-Hayes,Energy,,2019,2619.65,34793,50352.95,35.82,49.32,3488.71,51.77,21.16,8.93,2.73,93.47,89.54,72.7,83.18,71.98,70.11,,75.42
ESG107774,Reeves LLC,Retail,UK,2024,76.5,41598,83465.33,81.63,48.64,1192.31,53.4,31.36,2.43,60.81,15.18,77.83,65.11,88.51,,93.41,BBB,75.71
ESG107775,Blanchard-Petersen,Energy,UAE,2021,53.99,24807,43791.45,96.7,96.07,2862.15,76.35,21.84,3.89,39.55,41.36,79.48,26.09,33.2,66.44,70.5,BBB,57.12
ESG107776,,Energy,Germany,2021,3747.26,21556,16923.57,99.09,35.05,1664.69,57.53,51.83,2.98,45.63,26.59,32.97,49.38,35.32,97.92,39.85,BBB,
ESG107777,"Smith, Lopez and Gray",,UAE,2022,2327.44,,16663.09,,38.7,3395.37,79.95,,2.78,91.33,45.21,55.13,70.09,68.42,92.61,41.09,A,61.6
ESG107778,Stevens-West,Telecom,UK,2026,1037.58,3694,10748.48,28.83,6.76,3016.78,,25.11,6.7,12.98,,77.31,,31.33,74.99,79.32,B,71.82
ESG107779,Navarro-Craig,Healthcare,UAE,,,12711,98805.3,27.28,46.64,3371.84,,28.06,4.54,,2.62,,28.72,,39.7,65.96,B,81.52
ESG107780,"Small, Webb and Krueger",Finance,Canada,2023,431.04,28308,,35.3,49.06,1337.24,90.46,32.62,2.44,79.18,75.18,63.94,77.73,72.15,,99.95,BBB,84.06
ESG107781,Mack Ltd,,,,,23262,83130.37,92.81,57.78,2946.26,,30.74,,23.42,35.95,55.64,49.43,,,,AAA,51.33
ESG107782,"Wagner, Baker and Porter",Healthcare,Singapore,2026,4242.03,35938,64208.96,85.1,64.37,4574.51,,52.12,2.58,66.95,36.38,66.75,78.92,69.51,81.1,32.56,AAA,57.98
ESG107783,"Graham, Cannon and Chaney",Telecom,Singapore,2021,4773.23,33009,76196.74,48.31,70.86,144.58,50.48,,5.47,95.26,26.5,88.41,21.57,30.27,39.58,,BB,
ESG107784,"Mullins, Jenkins and Richardson",Telecom,UAE,,1096.4,17915,87307.72,91.54,,1583.78,,43.05,1.25,91.21,42.71,60.88,26.84,66.76,71.13,61.99,A,92.14
ESG107785,"Thomas, Martinez and Evans",,India,,588.36,44676,18555.9,37.52,60.92,,89.56,20.63,,89.16,46.81,,50.06,56.27,40.14,92.11,B,87.85
ESG107786,Miller Ltd,Retail,USA,,2702.49,40836,3982.03,,19.14,2689.08,,31.63,2.75,,30.14,45.92,41.05,40.8,,98.09,B,84.73
ESG107787,Bryant LLC,Retail,Singapore,2026,1864.04,15143,,6.29,35.37,1990.31,30.89,57.51,5.18,,27.91,98.53,69.05,59.14,88.27,,B,87.87
ESG107788,,Healthcare,Canada,2019,2553.67,36894,41913.31,60.82,75.64,245.03,58.21,18.44,9.55,97.2,90.98,65.91,80.47,94.55,91.01,67.5,BB,40.42
ESG107789,Anderson-Gray,Finance,Germany,2026,4553.42,35781,82075.22,40.13,46.42,4946.09,72.1,18.47,2.47,,58.78,31.88,85.35,,53.97,83.26,AA,37.4
ESG107790,Parker Inc,Technology,USA,2025,2665.26,38065,37055.92,10.09,29.74,,76.42,16.31,9.45,18.34,66.32,52.78,76.22,86.92,35.65,85.79,,38.47
ESG107791,Hogan LLC,Finance,Canada,2026,2618.75,27679,,30.71,15.22,,51.19,35.28,1.14,60.43,67.72,34.36,62.6,80,,33.06,BB,43.55
ESG107792,"Wallace, Robinson and Gray",Manufacturing,UK,2022,1790.7,32472,42714.14,7.28,97.93,3450.2,39.36,49.87,3.88,,7.25,,26.22,77.62,54.04,50.74,BBB,75.38
ESG107793,"Terrell, Bush and Chambers",Finance,India,2026,3456.15,44235,63912.05,78.87,63.83,4726.04,69.64,,9.65,16.37,67.68,75.93,89.56,53.59,57.58,33.3,AA,
ESG107794,Thomas PLC,Energy,India,2026,,25367,92903.51,66.3,,4093.61,87.21,,5.88,1.01,34.41,78.61,46.41,39.38,70.41,97.31,AA,58.91
ESG107795,Tyler Ltd,Manufacturing,Australia,,4594.11,2136,90564.08,66.85,7.04,3272.66,,,4.05,75.06,,77.24,31.84,84.92,40.95,85.99,AAA,
ESG107796,,Energy,Germany,2026,1746.55,23942,56700.56,82.33,51.17,2387.82,44.86,28.29,5.68,11.43,71.25,92.64,83.23,64.05,30.58,61.93,,38.66
ESG107797,Jones PLC,Finance,USA,2022,,15983,12784.95,12.32,51.3,1212.71,46.9,57.98,,91.93,23.26,92.89,36.28,42.23,49.43,59.52,BBB,44.61
ESG107798,Williams-Charles,Finance,,,3100.94,419,46874.19,53.89,,2315.21,36.61,27.67,,17.89,49.28,38.63,48.19,88.72,,32.55,BB,57.94
ESG107799,Baker Ltd,Energy,USA,,4577.13,31887,61486.1,68.72,55.66,3878,58.53,47.45,9.41,34.5,41.07,42.25,29.42,82.48,71.17,80.11,,41.77
ESG107800,Lee-Mcmahon,Energy,Germany,2026,3797.96,36096,31464.89,61.99,84.75,3080.86,41.99,35,3.28,55.28,,,69.63,56.71,54.14,70.67,BB,77.05
ESG107801,Taylor-Mays,Telecom,UAE,,1210.34,2391,55140.42,85.68,81.03,930.67,56.83,49.54,3.78,76.88,70.93,42.79,75.75,,93.5,,,99.78
ESG107802,Camacho Inc,Energy,Australia,2019,2476.94,16148,,72.19,71.29,3074.9,40.14,11.6,7.62,34.91,9.77,95.18,94.1,74.96,46.99,98.92,AAA,46.87
ESG107803,Ramos-Taylor,Transportation,UAE,2024,102.63,,89962.37,19.61,62.98,1199.35,61.28,30.15,4.37,31.78,1.52,45.02,99.53,,35.03,32.26,BB,65.98
